,max,mean,median,min,rmse,sse,std
overestimate.txt,0.10154273281168007,0.0358371476841578,0.031240651746743408,0.006368835885117114,0.04091527980095968,0.9826732911390109,0.019742314126127224
proper-prior.txt,0.07990889503345179,0.034274794661575,0.031880517412724685,0.004928821620660936,0.036471582308404304,0.7808134975382026,0.012466545912384063
underestimate.txt,0.49087568203892085,0.13134293817359785,0.11671992650795701,0.01403568088449869,0.15826644729633566,14.703333515464823,0.08830232687608092
